AeroDyn airfoil file.  Compatible with AeroDyn v13.0.
DU93-W-210, Re=1.0 Million, Smooth roughness 
Viterna Extended w/ AR=7. 4th column is Cm, 5th column is Cp_min
  1           Number of airfoil tables in this file
  1.0         Table ID parameter (Reynolds number in millions).  For efficiency, make very large if only one table.
  8.727       Stall angle (deg)
  0           Zero lift angle of attack (deg)
  0           Cn slope for zero lift (dimensionless)
  0           Cn at stall value for positive angle of attack
  0           Cn at stall value for negative angle of attack
  0           Angle of attack for minimum CD (deg)
  0           Minimum CD value
-180	0	0.4337	-1
-170	0.2854	0.4645	-1
-160	0.5709	0.5526	-1
-150	0.774	0.6856	-1
-140	0.6697	0.8445	-1
-130	0.5706	1.0064	-1
-120	0.4525	1.1468	-1
-110	0.312	1.2433	-1
-100	0.1566	1.2779	-1
-90	0	1.24	-1
-80	-0.1566	1.2779	-1
-70	-0.312	1.2433	-1
-60	-0.4525	1.1468	-1
-50	-0.5706	1.0064	-1
-40	-0.6697	0.8445	-1
-30	-0.774	0.6856	-1
-20	-0.6109	0.2944	-1.1502
-15.227	-0.712	0.0792	-4.2587
-14.23	-0.713	0.0704	-4.8453
-13.226	-0.716	0.0691	-4.4042
-12.231	-0.717	0.0657	-3.9356
-11.235	-0.704	0.0539	-3.5263
-10.224	-0.67	0.0383	-3.1128
-9.728	-0.646	0.0284	-2.9517
-9.229	-0.615	0.0183	-2.7918
-8.728	-0.568	0.013	-2.6313
-8.222	-0.5	0.0106	-2.4691
-7.706	-0.433	0.0098	-2.3064
-7.198	-0.369	0.0092	-2.1471
-6.685	-0.308	0.0089	-1.9861
-6.177	-0.246	0.0086	-1.8275
-5.658	-0.184	0.0085	-1.6804
-5.149	-0.124	0.0084	-1.5362
-4.63	-0.062	0.0084	-1.3892
-4.115	0	0.0083	-1.2433
-3.597	0.06	0.0083	-1.1997
-3.088	0.121	0.0084	-1.16
-2.574	0.179	0.0084	-1.1198
-2.06	0.241	0.0084	-1.0797
-1.546	0.302	0.0084	-1.038
-1.031	0.362	0.0085	-0.996
-0.518	0.421	0.0086	-0.9542
-0.004	0.48	0.0086	-0.9123
0.516	0.544	0.0087	-0.912
1.024	0.598	0.0089	-0.912
1.544	0.66	0.0089	-0.912
2.058	0.715	0.0092	-0.912
2.567	0.776	0.0092	-0.9515
3.081	0.834	0.0093	-0.9949
3.595	0.892	0.0094	-1.0383
4.109	0.948	0.0096	-1.0851
4.623	1.007	0.0097	-1.3218
5.142	1.064	0.01	-1.5607
5.651	1.119	0.0103	-1.7951
6.164	1.171	0.0103	-2.0106
6.678	1.225	0.0105	-2.1824
7.196	1.274	0.0109	-2.3556
7.704	1.323	0.0112	-2.5255
8.216	1.358	0.0123	-2.6981
8.727	1.382	0.0139	-2.8722
9.235	1.381	0.0161	-3.0453
9.744	1.363	0.0184	-3.2187
10.239	1.327	0.0225	-3.3654
10.719	1.274	0.0312	-3.4848
11.217	1.223	0.0318	-3.6086
11.715	1.207	0.0387	-3.7325
12.216	1.202	0.0451	-3.8565
13.22	1.21	0.0615	-4.1034
14.214	1.205	0.0751	-4.3363
15.217	1.217	0.0891	-4.5289
16.224	1.228	0.1032	-4.724
17.229	1.257	0.1197	-4.9251
18.222	1.242	0.1354	-5.1097
19.218	1.239	0.1542	-5.2458
20.213	1.261	0.1728	-5.3818
22.199	1.287	0.2207	-1
23.195	1.26	0.2418	-1
24.194	1.3	0.2724	-1
25.178	1.303	0.3049	-1
26.164	1.27	0.3335	-1
27.155	1.299	0.3699	-1
28.031	1.143	0.6566	-1
30	1.1057	0.6856	-1
40	0.9567	0.8445	-1
50	0.8151	1.0064	-1
60	0.6464	1.1468	-1
70	0.4457	1.2433	-1
80	0.2237	1.2779	-1
90	0	1.24	-1
100	-0.1566	1.2779	-1
110	-0.312	1.2433	-1
120	-0.4525	1.1468	-1
130	-0.5706	1.0064	-1
140	-0.6697	0.8445	-1
150	-0.774	0.6856	-1
160	-0.5709	0.5526	-1
170	-0.2854	0.4645	-1
180	0	0.4337	-1
EOT
