AeroDyn airfoil file.  Compatible with AeroDyn v13.0.
NACA 4414 Airfoil, Re=2.0 Million, Smooth roughness, Fourth column is the minimum pressure coefficient. 
"...Low Reynolds Number Airfoil Data...", S.J. Miley, 1982, Viterna used with aspect ratio=6.75, no 3D correction used
  1            Number of airfoil tables in this file
  2.0         Table ID parameter (Reynolds number in millions).  For efficiency, make very large if only one table.
  14          Stall angle (deg)
  0           Zero lift angle of attack (deg)
  0           Cn slope for zero lift (dimensionless)
  0           Cn at stall value for positive angle of attack
  0           Cn at stall value for negative angle of attack
  0           Angle of attack for minimum CD (deg)
  0           Minimum CD value
-180	0	0.01	-1.0000
-170	0.5569	0.01	-1.0000
-160	0.8596	0.0968	-1.0000
-150	0.7118	0.2644	-1.0000
-140	0.6306	0.4705	-1.0000
-130	0.5463	0.6906	-1.0000
-120	0.4386	0.8988	-1.0000
-110	0.3053	1.0707	-1.0000
-100	0.1544	1.1861	-1.0000
-90	0	1.232	-1.0000
-80	-0.1544	1.1861	-1.0000
-70	-0.3053	1.0707	-1.0000
-60	-0.4386	0.8988	-1.0000
-50	-0.5463	0.6906	-1.0000
-40	-0.6306	0.4705	-1.0000
-30	-0.7118	0.2644	-1.0000
-20	-0.8596	0.0968	-0.7230
-10	-0.4203	0.0266	-4.3499
-6	-0.1706	0.0091	-2.1964
-5.5	-0.1241	0.0089	-1.9644
-5	-0.0775	0.0087	-1.7324
-4.5	-0.0225	0.0085	-1.5003
-4	0.0325	0.0083	-1.2683
-3.5	0.0841	0.0082	-1.1379
-3	0.1356	0.008	-1.0118
-2.5	0.1891	0.0079	-0.8858
-2	0.2425	0.0078	-0.7597
-1.5	0.2975	0.0077	-0.7778
-1	0.3525	0.0076	-0.8194
-0.5	0.4025	0.0076	-0.8609
0	0.4525	0.0075	-0.9025
0.5	0.5075	0.0075	-0.9461
1	0.5625	0.0076	-0.9905
1.5	0.6125	0.0076	-1.0349
2	0.6625	0.0077	-1.0793
2.5	0.7159	0.0077	-1.1434
3	0.7694	0.0078	-1.2087
3.5	0.8159	0.0079	-1.2740
4	0.8625	0.008	-1.3393
4.5	0.9075	0.0083	-1.4233
5	0.9525	0.0085	-1.5131
5.5	0.9975	0.0089	-1.6030
6	1.0425	0.0093	-1.6928
6.5	1.0806	0.0097	-1.8302
7	1.1188	0.0102	-1.9860
7.5	1.1519	0.011	-2.1418
8	1.185	0.0117	-2.2991
8.5	1.2131	0.0125	-2.4705
9	1.2413	0.0134	-2.6418
9.5	1.2694	0.0141	-2.8131
10	1.2975	0.0149	-2.9844
10.5	1.3206	0.0156	-3.1564
11	1.3438	0.0164	-3.3288
11.5	1.3653	0.0171	-3.5193
12	1.3869	0.0179	-3.7098
12.5	1.4069	0.0186	-3.8101
13	1.4269	0.0194	-3.9025
13.5	1.4334	0.0241	-3.9764
14	1.44	0.0288	-4.0458
14.5	1.4194	0.0336	-4.1111
15	1.3988	0.0383	-4.1754
15.5	1.3838	0.043	-4.2248
16	1.3688	0.0477	-4.2718
16.5	1.3606	0.0525	-4.3609
17	1.3525	0.0572	-4.4500
20	1.228	0.0968	-4.8078
30	1.0169	0.2644	-0.8038
40	0.9009	0.4705	-1.0000
50	0.7805	0.6906	-1.0000
60	0.6265	0.8988	-1.0000
70	0.4361	1.0707	-1.0000
80	0.2206	1.1861	-1.0000
90	0	1.232	-1.0000
100	-0.1544	1.1861	-1.0000
110	-0.3053	1.0707	-1.0000
120	-0.4386	0.8988	-1.0000
130	-0.5463	0.6906	-1.0000
140	-0.6306	0.4705	-1.0000
150	-0.7118	0.2644	-1.0000
160	-0.8596	0.0968	-1.0000
170	-0.5569	0.01	-1.0000
180	0	0.01	-1.0000
EOT
