AeroDyn airfoil file.  Compatible with AeroDyn v13.0.
DU91-W2-250, Re=1.0 Million, Smooth roughness 
Viterna Extended w/ AR=6.75. 4th column is Cm, 5th column is Cp_min.
  1           Number of airfoil tables in this file
  1.0         Table ID parameter (Reynolds number in millions).  For efficiency, make very large if only one table.
  10.251      Stall angle (deg)
  0           Zero lift angle of attack (deg)
  0           Cn slope for zero lift (dimensionless)
  0           Cn at stall value for positive angle of attack
  0           Cn at stall value for negative angle of attack
  0           Angle of attack for minimum CD (deg)
  0           Minimum CD value
-180	0	0.4337	-1
-170	0.3321	0.4645	-1
-160	0.6643	0.5526	-1
-150	0.774	0.6856	-1
-140	0.6697	0.8445	-1
-130	0.5706	1.0064	-1
-120	0.4525	1.1468	-1
-110	0.312	1.2433	-1
-100	0.1566	1.2779	-1
-90	0	1.24	-1
-80	-0.1566	1.2779	-1
-70	-0.312	1.2433	-1
-60	-0.4525	1.1468	-1
-50	-0.5706	1.0064	-1
-40	-0.6697	0.8445	-1
-30	-0.774	0.6856	-1
-20	-0.8125	0.2012	-1
-15.795	-1.072	0.1107	-3.9245
-14.795	-1.094	0.092	-4.5129
-13.815	-1.076	0.0722	-4.6817
-12.807	-1.04	0.0584	-4.2069
-11.808	-0.978	0.0403	-3.7607
-10.795	-0.909	0.029	-3.3464
-9.785	-0.81	0.02	-2.97
-8.767	-0.7	0.0142	-2.6438
-7.739	-0.579	0.0109	-2.3168
-6.708	-0.451	0.0104	-1.9934
-5.686	-0.323	0.0102	-1.6884
-4.653	-0.191	0.0101	-1.3957
-3.624	-0.062	0.0099	-1.2018
-2.596	0.062	0.0098	-1.1215
-1.569	0.185	0.0098	-1.0804
-0.546	0.305	0.01	-1.0932
-0.027	0.364	0.01	-1.0997
0.487	0.428	0.0101	-1.1752
1.517	0.555	0.0103	-1.3341
2.546	0.678	0.0105	-1.4929
3.574	0.8	0.0109	-1.6516
4.603	0.917	0.0113	-1.8104
5.632	1.035	0.0117	-1.9692
6.66	1.149	0.0121	-2.1278
7.688	1.258	0.0127	-2.287
8.715	1.358	0.0135	-2.7247
9.227	1.396	0.014	-2.9429
9.744	1.424	0.0154	-3.1626
10.251	1.424	0.0201	-3.2161
10.75	1.408	0.0259	-3.2688
11.221	1.33	0.0321	-3.3185
11.714	1.264	0.0372	-3.3705
12.205	1.199	0.0406	-3.4118
12.715	1.182	0.0483	-3.4546
13.202	1.205	0.067	-3.4956
13.701	1.216	0.0821	-3.5375
14.19	1.2	0.0913	-3.5787
15.192	1.183	0.1075	-3.663
16.19	1.162	0.1208	-3.7906
18.184	1.16	0.1419	-4.0456
19.232	1.166	0.1586	-1
20.185	1.195	0.1813	-1
22.183	1.215	0.2266	-1
23.175	1.236	0.248	-1
24.181	1.278	0.2813	-1
25.188	1.282	0.3009	-1
26.156	1.318	0.3465	-1
27.157	1.33	0.3741	-1
28.141	1.1408	0.6582	-1
30	1.1057	0.6856	-1
40	0.9567	0.8445	-1
50	0.8151	1.0064	-1
60	0.6464	1.1468	-1
70	0.4457	1.2433	-1
80	0.2237	1.2779	-1
90	0	1.24	-1
100	-0.1566	1.2779	-1
110	-0.312	1.2433	-1
120	-0.4525	1.1468	-1
130	-0.5706	1.0064	-1
140	-0.6697	0.8445	-1
150	-0.774	0.6856	-1
160	-0.6643	0.5526	-1
170	-0.3321	0.4645	-1
180	0	0.4337	-1
EOT
