AeroDyn airfoil file.  Compatible with AeroDyn v13.0.
S809 2D airfoil data, Re=1.5 Million, Smooth roughness 
Viterna Extended w/ AR=6.75, Fourth column is the minimum pressure coefficient.
1	Number of airfoil tables in this file
1.5	Table ID parameter (Reynolds number in millions).  For efficiency, make very large if only one table.
15.2   	Stall angle (deg)
0     	Zero lift angle of attack (deg)
0  	Cn slope for zero lift (dimensionless)
0    	Cn at stall value for positive angle of attack
0   	Cn at stall value for negative angle of attack
0  	Angle of attack for minimum CD (deg)
0   	Minimum CD value
-180	0.0000	0.1161	-1
-170	0.2275	0.1746	-1
-160	0.4550	0.3430	-1
-150	0.6251	0.6005	-1
-140	0.7008	0.9153	-1
-130	0.6961	1.2483	-1
-120	0.6098	1.5580	-1
-110	0.4515	1.8057	-1
-100	0.2398	1.9598	-1
-90	0.0000	2.0000	-1
-80	-0.2398	1.9598	-1
-70	-0.4515	1.8057	-1
-60	-0.6098	1.5580	-1
-50	-0.6961	1.2483	-1
-40	-0.7008	0.9153	-1
-30	-0.6251	0.6005	-1
-20.1	-0.6000	0.3210	-1.155
-18	-0.5900	0.2866	-1.055
-16.1	-0.7900	0.1241	-3.745
-14.2	-0.7700	0.0642	-4.863
-12.2	-0.7000	0.0550	-3.921
-10.2	-0.6200	0.0362	-3.103
-8.1	-0.5800	0.0314	-2.43
-6.2	-0.5800	0.0225	-1.834
-4.1	-0.4000	0.0084	-1.239
-2	-0.1400	0.0087	-1.075
0	0.1100	0.0069	-0.912
2.1	0.3400	0.0081	-0.912
4.1	0.6000	0.0061	-1.081
6.1	0.7900	0.0108	-1.92
8.1	0.9200	0.0147	-2.92
10.2	0.9500	0.0209	-4.14
11.2	0.9400	0.0253	-4.646
12.2	1.0000	0.0397	-5.344
13.2	1.0300	0.0479	-6.029
14.1	1.0500	0.0608	-6.562
15.2	1.0600	0.0744	-7.259
16.2	1.0300	0.0838	-7.592
17.2	0.9600	0.1073	-7.554
18.2	0.9000	0.1429	-7.263
19	0.8800	0.1733	-7.162
20.2	0.8500	0.2020	-7.112
22.2	0.7100	0.3767	-1.198
24	0.7800	0.4369	-1.113
30	0.8930	0.6005	-1
40	1.0012	0.9153	-1
50	0.9945	1.2483	-1
60	0.8712	1.5580	-1
70	0.6450	1.8057	-1
80	0.3426	1.9598	-1
90	0.0000	2.0000	-1
100	-0.2398	1.9598	-1
110	-0.4515	1.8057	-1
120	-0.6098	1.5580	-1
130	-0.6961	1.2483	-1
140	-0.7008	0.9153	-1
150	-0.6251	0.6005	-1
160	-0.4550	0.3430	-1
170	-0.2275	0.1746	-1
180	0.0000	0.1161	-1
EOT 
