AeroDyn airfoil file.  Compatible with AeroDyn v13.0.
NACA 4417 Airfoil, Re=2.0 Million, Smooth roughness, Fourth column is the minimum pressure coefficient. 
"...Low Reynolds Number Airfoil Data...", S.J. Miley, 1982, Viterna used with aspect ratio=6.75, no 3D correction used
  1            Number of airfoil tables in this file
  2.0         Table ID parameter (Reynolds number in millions).  For efficiency, make very large if only one table.
  14          Stall angle (deg)
  0           Zero lift angle of attack (deg)
  0           Cn slope for zero lift (dimensionless)
  0           Cn at stall value for positive angle of attack
  0           Cn at stall value for negative angle of attack
  0           Angle of attack for minimum CD (deg)
  0           Minimum CD value
-180	0	0.01	-1.0000
-170	0.5645	0.01	-1.0000
-160	0.8702	0.1049	-1.0000
-150	0.718	0.2718	-1.0000
-140	0.6344	0.477	-1.0000
-130	0.5485	0.6961	-1.0000
-120	0.4397	0.9031	-1.0000
-110	0.3058	1.0736	-1.0000
-100	0.1545	1.1876	-1.0000
-90	0	1.232	-1.0000
-80	-0.1545	1.1876	-1.0000
-70	-0.3058	1.0736	-1.0000
-60	-0.4397	0.9031	-1.0000
-50	-0.5485	0.6961	-1.0000
-40	-0.6344	0.477	-1.0000
-30	-0.718	0.2718	-1.0000
-20	-0.8702	0.1049	-1.0000
-10	-0.4283	0.0293	-1.0000
-6	-0.1781	0.0087	-1.0000
-5.5	-0.1297	0.0086	-1.0000
-5	-0.0813	0.0085	-1.8130
-4.5	-0.0297	0.0083	-1.6255
-4	0.0219	0.0082	-1.4380
-3.5	0.0736	0.0081	-1.2503
-3	0.1253	0.008	-1.0625
-2.5	0.1786	0.0079	-0.9113
-2	0.2319	0.0078	-0.7600
-1.5	0.2817	0.0077	-0.7863
-1	0.332	0.008	-0.8125
-0.5	0.38	0.008	-0.8750
0	0.428	0.008	-0.9375
0.5	0.478	0.008	-1.0188
1	0.528	0.008	-1.1000
1.5	0.5761	0.0076	-1.1375
2	0.6244	0.0077	-1.1750
2.5	0.6742	0.0078	-1.2438
3	0.7241	0.0079	-1.3125
3.5	0.7708	0.008	-1.4063
4	0.8175	0.0082	-1.5000
4.5	0.8651	0.0084	-1.6000
5	0.9127	0.0086	-1.7000
5.5	0.9602	0.0088	-1.8625
6	1.0078	0.009	-2.0250
6.5	1.0505	0.0093	-2.2125
7	1.0933	0.0096	-2.4000
7.5	1.1345	0.01	-2.6500
8	1.1756	0.0103	-2.9000
8.5	1.2075	0.0111	-3.1750
9	1.2394	0.012	-3.4500
9.5	1.2713	0.0128	-3.7563
10	1.3031	0.0137	-4.0625
10.5	1.3266	0.015	-1.0000
11	1.35	0.0164	-1.0000
11.5	1.3734	0.0178	-1.0000
12	1.3969	0.0191	-1.0000
12.5	1.4066	0.0205	-1.0000
13	1.4163	0.0219	-1.0000
13.5	1.4213	0.0273	-1.0000
14	1.4263	0.0327	-1.0000
14.5	1.4134	0.0382	-1.0000
15	1.4006	0.0436	-1.0000
15.5	1.3925	0.0491	-1.0000
16	1.3844	0.0545	-1.0000
16.5	1.3777	0.0599	-1.0000
17	1.3709	0.0654	-1.0000
20	1.2432	0.1049	-1.0000
30	1.0257	0.2718	-1.0000
40	0.9062	0.477	-1.0000
50	0.7836	0.6961	-1.0000
60	0.6282	0.9031	-1.0000
70	0.4368	1.0736	-1.0000
80	0.2207	1.1876	-1.0000
90	0	1.232	-1.0000
100	-0.1545	1.1876	-1.0000
110	-0.3058	1.0736	-1.0000
120	-0.4397	0.9031	-1.0000
130	-0.5485	0.6961	-1.0000
140	-0.6344	0.477	-1.0000
150	-0.718	0.2718	-1.0000
160	-0.8702	0.1049	-1.0000
170	-0.5645	0.01	-1.0000
180	0	0.01	-1.0000
EOT
