AeroDyn airfoil file.  Compatible with AeroDyn v13.0.
RISO-A1-18, Re=1.6 Million, Smooth roughness 
Viterna Extended w/ AR=6.75, Fourth column is the minimum pressure coefficient.
  1           Number of airfoil tables in this file
  1.6         Table ID parameter (Reynolds number in millions).  For efficiency, make very large if only one table.
 10.7         Stall angle (deg)
  0           Zero lift angle of attack (deg)
  0           Cn slope for zero lift (dimensionless)
  0           Cn at stall value for positive angle of attack
  0           Cn at stall value for negative angle of attack
  0           Angle of attack for minimum CD (deg)
  0           Minimum CD value
-180	0	0.1078	-1
-170	0.1553	0.1443	-1
-160	0.3105	0.2492	-1
-150	0.4658	0.4096	-1
-140	0.5043	0.6052	-1
-130	0.4764	0.8116	-1
-120	0.405	1.0026	-1
-110	0.2939	1.1539	-1
-100	0.1537	1.2456	-1
-90	0	1.265	-1
-80	-0.1537	1.2456	-1
-70	-0.2939	1.1539	-1
-60	-0.405	1.0026	-1
-50	-0.4764	0.8116	-1
-40	-0.5043	0.6052	-1
-30	-0.4755	0.4125	-1
-20	-0.3643	0.2402	-1
-10	-0.2532	0.068	-4.3499
-6.8	-0.311	0.013	-2.6029
-6.4	-0.267	0.0126	-2.3987
-5.6	-0.185	0.0126	-2.0108
-4.2	-0.047	0.0106	-1.3611
-2.2	0.172	0.0108	-0.8101
-0.2	0.393	0.0097	-0.8859
1.2	0.541	0.0099	-1.0083
3	0.744	0.0107	-1.2087
4.1	0.872	0.0102	-1.3524
4.5	0.917	0.0098	-1.5134
5.4	1.026	0.0108	-1.6744
6.6	1.138	0.0118	-1.8503
7.7	1.242	0.0117	-2.0135
8.7	1.341	0.0136	-2.3623
9.6	1.412	0.0191	-2.6763
10.7	1.433	0.0242	-3.0600
12	1.42	0.0525	-3.2128
13.7	1.277	0.0764	-3.4000
15.5	1.211	0.0965	-3.6873
17.1	1.221	0.1364	-3.8989
18.9	1.183	0.1752	-4.1370
20.8	1.122	0.2068	-1
22.9	1.041	0.2449	-1
25.2	0.982	0.2836	-1
27.7	0.869	0.3366	-1
30.3	0.781	0.4069	-1
32.2	0.695	0.4467	-1
33	0.714	0.4502	-1
40	0.7205	0.6052	-1
50	0.6805	0.8116	-1
60	0.5786	1.0026	-1
70	0.4199	1.1539	-1
80	0.2196	1.2456	-1
90	0	1.265	-1
100	-0.1537	1.2456	-1
110	-0.2939	1.1539	-1
120	-0.405	1.0026	-1
130	-0.4764	0.8116	-1
140	-0.5043	0.6052	-1
150	-0.4658	0.4096	-1
160	-0.3105	0.2492	-1
170	-0.1553	0.1443	-1
180	0	0.1078	-1
EOT
