AeroDyn airfoil file.  Compatible with AeroDyn v13.0.
S814 2D airfoil data, Re=1.0 Million, Smooth roughness 
Viterna Extended w/ AR=6.75, Fourth column is the minimum pressure coefficient.
1	Number of airfoil tables in this file
1.0	Table ID parameter (Reynolds number in millions).  For efficiency, make very large if only one table.
11.2   	Stall angle (deg)
0     	Zero lift angle of attack (deg)
0  	Cn slope for zero lift (dimensionless)
0    	Cn at stall value for positive angle of attack
0   	Cn at stall value for negative angle of attack
0  	Angle of attack for minimum CD (deg)
0   	Minimum CD value
-180	0.0000	0.0754	-1
-170	0.3121	0.1132	-1
-160	0.6242	0.2218	-1
-150	0.6933	0.3878	-1
-140	0.6286	0.5908	-1
-130	0.5533	0.8055	-1
-120	0.4492	1.0052	-1
-110	0.3153	1.1649	-1
-100	0.1606	1.2642	-1
-90	0.0000	1.2900	-1
-80	-0.1606	1.2642	-1
-70	-0.3153	1.1649	-1
-60	-0.4492	1.0052	-1
-50	-0.5533	0.8055	-1
-40	-0.6286	0.5908	-1
-30	-0.6933	0.3878	-1
-20	-0.5949	0.2317	-1.1502
-10	-0.2096	0.1052	-3.0389
-2.2	0.1300	0.0066	-1.0906
0	0.3800	0.0073	-0.9120
2	0.5900	0.0098	-0.9120
4	0.8300	0.0087	-1.0726
6.2	1.0600	0.0137	-2.0547
8.2	1.2300	0.0186	-3.0441
10.1	1.2900	0.0227	-3.9806
11.2	1.2900	0.0263	-4.4871
12.3	1.1800	0.0376	-4.9182
13.1	1.1400	0.0476	-5.0857
14.2	1.1300	0.0662	-5.3014
15.1	1.1300	0.0786	-5.4244
16.2	1.1300	0.0943	-5.5832
17.2	1.1100	0.1113	-5.7620
18.1	1.1100	0.1267	-5.9229
19.1	1.1200	0.1499	-1
20.2	1.1000	0.1749	-1
22.2	1.0900	0.2263	-1
24	1.0700	0.2823	-1
30	0.9904	0.3878	-1
40	0.8980	0.5908	-1
50	0.7905	0.8055	-1
60	0.6417	1.0052	-1
70	0.4504	1.1649	-1
80	0.2294	1.2642	-1
90	0.0000	1.2900	-1
100	-0.1606	1.2642	-1
110	-0.3153	1.1649	-1
120	-0.4492	1.0052	-1
130	-0.5533	0.8055	-1
140	-0.6286	0.5908	-1
150	-0.6933	0.3878	-1
160	-0.6242	0.2218	-1
170	-0.3121	0.1132	-1
180	0.0000	0.0754	-1
EOT 
